SiteID climID SiteType SWinit CWinit SOGinit Sinit NLayers NSpecies SoilDepth EffectiveFieldCapacity PermanentWilthingPoint
3 2 4.0 160.0 0 0 20.0 26 2 413.0 45.0 0.118
